Gene ID;source_id;antisense - 40-5 hours post-invasion - unique only;antisense - 2-10 hours post-invasion - unique only;antisense - 7-15 hours post-invasion - unique only;antisense - 12-20 hours post-invasion - unique only;antisense - 17-25 hours post-invasion - unique only;antisense - 22-30 hours post-invasion - unique only;antisense - 27-35 hours post-invasion - unique only;antisense - 32-40 hours post-invasion - unique only;sense - 40-5 hours post-invasion - unique only;sense - 2-10 hours post-invasion - unique only;sense - 7-15 hours post-invasion - unique only;sense - 12-20 hours post-invasion - unique only;sense - 17-25 hours post-invasion - unique only;sense - 22-30 hours post-invasion - unique only;sense - 27-35 hours post-invasion - unique only;sense - 32-40 hours post-invasion - unique only;antisense - 40-5 hours post-invasion;antisense - 2-10 hours post-invasion;antisense - 7-15 hours post-invasion;antisense - 12-20 hours post-invasion;antisense - 17-25 hours post-invasion;antisense - 22-30 hours post-invasion;antisense - 27-35 hours post-invasion;antisense - 32-40 hours post-invasion;sense - 40-5 hours post-invasion;sense - 2-10 hours post-invasion;sense - 7-15 hours post-invasion;sense - 12-20 hours post-invasion;sense - 17-25 hours post-invasion;sense - 22-30 hours post-invasion;sense - 27-35 hours post-invasion;sense - 32-40 hours post-invasion;scaled  antisense - 40-5 hours post-invasion - unique only;scaled  antisense - 2-10 hours post-invasion - unique only;scaled  antisense - 7-15 hours post-invasion - unique only;scaled  antisense - 12-20 hours post-invasion - unique only;scaled  antisense - 17-25 hours post-invasion - unique only;scaled  antisense - 22-30 hours post-invasion - unique only;scaled  antisense - 27-35 hours post-invasion - unique only;scaled  antisense - 32-40 hours post-invasion - unique only;scaled  sense - 40-5 hours post-invasion - unique only;scaled  sense - 2-10 hours post-invasion - unique only;scaled  sense - 7-15 hours post-invasion - unique only;scaled  sense - 12-20 hours post-invasion - unique only;scaled  sense - 17-25 hours post-invasion - unique only;scaled  sense - 22-30 hours post-invasion - unique only;scaled  sense - 27-35 hours post-invasion - unique only;scaled  sense - 32-40 hours post-invasion - unique only
PF3D7_0217300;PF3D7_0217300.1;0;0;0.15;0;0.15;0.16;0.11;0.42;69.36;50.48;58.51;30.62;36.03;38.1;40.35;48.12;0;0;0.14;0;0.14;0.14;0.1;0.53;58.04;45.64;53.28;27.59;33.2;34.7;37.04;43.47;0;0;0.18;0;0.6;0.89;1.14;5.07;95.51;50.48;66.7;38.89;140.51;215.47;424.55;578.45
PF3D7_0217600;PF3D7_0217600.1;0.16;0.02;0.08;0.02;0.03;0.04;0.04;0.05;7;10.62;22.2;19.78;26.55;23.82;29.7;31.24;0.17;0.02;0.08;0.04;0.02;0.08;0.05;0.05;6.03;9.71;20.77;18.25;24.71;21.97;27.86;28.62;0.22;0.02;0.09;0.03;0.1;0.22;0.38;0.59;9.64;10.62;25.31;25.12;103.55;134.67;312.48;375.56
PF3D7_0219000;PF3D7_0219000.1;0.68;0.69;0.8;0;0;0;0;0;8.82;4.84;11.17;3.6;16.87;11.41;8.99;22.77;0.57;0.62;0.73;0;0;0;0;0;7.38;4.37;10.17;3.25;15.42;10.39;8.25;20.57;0.93;0.69;0.91;0;0;0;0;0;12.15;4.84;12.73;4.58;65.79;64.49;94.61;273.67
PF3D7_0709800;PF3D7_0709800.1;0.86;0;0;0;0;0.34;0.24;0.55;44.8;34.63;36.23;33.77;40.2;49.67;91.94;159.26;0.72;0;0;0;0;0.31;0.22;0.67;44.89;32.01;35.13;31.01;37.66;46.49;86.13;146.7;1.18;0;0;0;0;1.94;2.49;6.64;61.69;34.63;41.3;42.89;156.78;280.88;967.25;1914.34
PF3D7_0711100;PF3D7_0711100.1;0.08;0;0;0.18;0.09;1.87;1.36;0.75;50.81;60.48;92.72;45.17;25.56;17.03;18.2;28.21;0.07;0;0;0.16;0.08;1.7;1.24;0.68;42.52;54.68;84.43;40.8;23.44;15.51;16.77;25.53;0.11;0;0;0.23;0.36;10.58;14.26;9.07;69.97;60.48;105.7;57.37;99.67;96.29;191.5;339.08
PF3D7_0711800;PF3D7_0711800.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56;0;0;0.63;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PF3D7_0713900;PF3D7_0713900.1;0.02;0.03;0.06;0.03;0.06;0.06;0.07;0.07;8.66;41.12;75.3;73.63;72.57;51;52.06;57.04;0.02;0.06;0.06;0.05;0.13;0.12;0.11;0.09;7.37;37.21;69.05;66.62;67;46.73;48.11;52.11;0.03;0.03;0.07;0.04;0.24;0.32;0.77;0.81;11.92;41.12;85.84;93.51;283;288.4;547.66;685.65
PF3D7_0714500;PF3D7_0714500.1;0.09;0;0.05;0;0;0.06;0.08;0.12;10.51;34.36;58.62;44.16;54.08;45.42;53.47;52.05;0.08;0;0.05;0;0.05;0.1;0.07;0.13;8.88;31.16;53.62;40.23;49.71;41.87;49.64;47.39;0.13;0;0.06;0;0;0.31;0.8;1.42;14.48;34.36;66.82;56.09;210.91;256.81;562.48;625.61
PF3D7_0716600;PF3D7_0716600.1;0.41;0.21;0.16;0.15;0.72;1.55;2.02;1.9;0.88;0.45;0.8;1.23;8.03;9.65;16.04;15.53;0.43;0.22;0.69;0.28;0.95;1.59;2.06;1.88;0.74;0.44;0.73;1.14;7.34;8.79;14.72;14.07;0.56;0.21;0.18;0.2;2.82;8.75;21.27;22.88;1.21;0.45;0.91;1.57;31.31;54.55;168.71;186.72
PF3D7_1105100;PF3D7_1105100.1;1.57;0;0;0;0.37;0.57;0.65;0.91;3223.87;598.84;276.27;430.37;423.52;1106.93;2460.13;4646.1;1.45;0;0.17;0;0.34;0.52;0.6;0.82;2698.46;540.13;251.57;387.76;387.34;1008.33;2258.57;4197.61;2.16;0;0;0;1.45;3.2;6.85;10.97;4439.43;598.84;314.95;546.56;1651.74;6259.34;25881.62;55847.44
PF3D7_1107100;PF3D7_1107100.1;0.06;0.1;0.11;0.17;0.26;0.26;0.83;0.67;30.8;5.68;2.78;1.1;1.01;6.5;33.44;109.94;0.05;0.09;0.1;0.15;0.24;0.24;0.77;0.61;25.8;5.13;2.53;0.99;0.99;6.03;30.72;99.39;0.09;0.1;0.13;0.21;1.02;1.5;8.78;8.06;42.41;5.68;3.17;1.4;3.93;36.77;351.78;1321.53
PF3D7_1109500;PF3D7_1109500.1;0;0;0.77;0;0;0;0;0;22.91;13.35;23.09;16.39;17.82;22.79;11.39;23.65;1.1;0;0.7;2.24;2.12;0;1.49;0.38;22.46;15.05;25.23;16.11;24.08;27.2;15.93;25.56;0;0;0.88;0;0;0;0;0;31.55;13.35;26.32;20.81;69.52;128.88;119.79;284.32
PF3D7_1110100;PF3D7_1110100.1;0.24;0.24;0.28;0.28;0.26;0.34;0.31;0.21;44.07;9.09;13.66;16.35;21.36;16.51;27.58;69.84;0.2;0.22;0.26;0.27;0.26;0.31;0.3;0.2;37.08;8.4;12.76;14.97;19.8;15.49;25.93;63.46;0.33;0.24;0.32;0.36;1.01;1.92;3.23;2.54;60.68;9.09;15.57;20.77;83.32;93.36;290.2;839.45
PF3D7_1110900;PF3D7_1110900.1;0.1;0.03;0.04;0.15;0.08;0.04;0.03;0.21;33.06;62.29;81.47;55.95;64.89;47.41;54.22;64.27;0.11;0.03;0.1;0.13;0.07;0.03;0.02;0.22;27.7;56.25;74.43;50.45;59.4;43.25;49.84;58.19;0.13;0.03;0.04;0.18;0.3;0.22;0.28;2.48;45.53;62.29;92.88;71.05;253.07;268.11;570.42;772.58
PF3D7_1337900;PF3D7_1337900.1;0.17;0;0;0;0.1;0;0.7;0.27;44.6;63.45;73.64;59.48;77.95;65.99;66.27;81.87;0.14;0;0;0;0.09;0;0.71;0.25;37.32;57.29;67.15;53.65;71.23;60.1;60.83;73.96;0.23;0;0;0;0.39;0;7.35;3.27;61.41;63.45;83.96;75.54;304;373.16;697.18;984.08
PF3D7_1338700;PF3D7_1338700.1;0.51;0.06;0.07;0.07;0.07;0.18;0.25;0.4;16.49;2.64;0.74;1.83;14.45;30.99;65.35;133.95;0.42;0.05;0.06;0.06;0.06;0.16;0.23;0.38;13.83;2.41;0.73;1.65;13.3;28.26;60.05;121.13;0.7;0.06;0.08;0.09;0.27;1.01;2.59;4.85;22.71;2.64;0.84;2.32;56.36;175.23;687.48;1610.08
PF3D7_1341100;PF3D7_1341100.1;0;0.53;0.61;0.78;0;0.62;0;0;28.85;18.91;3.63;7.04;12.2;12.99;60.6;199.12;0;0.47;0.55;0.7;0;0.56;0;0;24.58;17.06;3.31;6.34;11.7;11.83;55.62;179.88;0;0.53;0.69;0.99;0;3.5;0;0;39.73;18.91;4.14;8.94;47.58;73.45;637.51;2393.54
PF3D7_0220800;PF3D7_0220800.1;0.05;0;0.06;0.02;0.05;0;0;0.07;88.78;7.69;1.54;1.56;3.26;4.82;4.59;85.18;0.04;0.01;0.08;0.03;0.04;0.01;0;0.08;74.52;6.96;1.43;1.43;2.99;4.39;4.25;77.32;0.07;0;0.07;0.02;0.18;0;0;0.9;122.26;7.69;1.76;1.98;12.72;27.26;48.34;1023.83
PF3D7_0223200;PF3D7_0223200.1;0;0.05;0.06;0.04;0.06;0.13;0;0.07;0;0;0;0;0;0;0;0;0;0.15;0.06;0.04;0.06;0.12;0;0.09;0;0.1;0.06;0.07;0.06;0;0;0;0;0.05;0.07;0.05;0.25;0.73;0;0.83;0;0;0;0;0;0;0;0
PF3D7_0302000;PF3D7_0302000.1;0.96;0.47;0.18;0.19;0.11;0.15;0.36;0.6;37.74;67.13;74.71;63.19;70;66.54;60.02;52.53;0.8;0.43;0.17;0.17;0.1;0.13;0.33;0.54;31.59;60.62;68.16;57.08;64.1;60.74;55.35;47.63;1.32;0.47;0.21;0.24;0.43;0.84;3.76;7.18;51.97;67.13;85.17;80.25;273.01;376.27;631.43;631.42
PF3D7_0303300;PF3D7_0303300.1;0;0;0;0;0.14;0.29;0;0;26.25;58.22;77.17;57.93;95.1;70.99;78.91;67.14;0;0;0;0;0.13;0.26;0;0;23.28;54.49;72.33;52.77;87.94;65.32;73.44;61.36;0;0;0;0;0.56;1.64;0;0;36.15;58.22;87.97;73.57;370.9;401.45;830.16;807.07
PF3D7_0717800;PF3D7_0717800.1;0.13;0.05;0.19;0.19;0.34;0.19;0.53;0.56;1.25;0.95;1.04;2.75;15.83;14.31;7.81;3.47;0.11;0.04;0.21;0.19;0.34;0.17;0.5;0.53;1.09;0.87;1.04;2.58;14.64;13.13;7.27;3.21;0.18;0.05;0.21;0.25;1.34;1.07;5.6;6.77;1.72;0.95;1.19;3.49;61.75;80.93;82.13;41.72
PF3D7_0722000;PF3D7_0722000.1;0;0;0.27;0.06;0;0;0.06;0;62.35;57.2;80.93;64.29;82.56;76.4;72.01;59.06;0;0;0.32;0.05;0;0;0.06;0;52.31;51.86;73.69;58.19;75.77;69.74;66.21;53.66;0;0;0.3;0.07;0;0;0.66;0;85.86;57.2;92.26;81.65;322;431.99;757.53;709.9
PF3D7_0722400;PF3D7_0722400.1;0.38;1.39;1.66;0.82;0.61;0.85;0.51;0.55;105.07;281.74;358.03;450.89;570.34;578.66;580.74;342.16;0.32;1.26;1.51;0.74;0.56;0.77;0.47;0.49;89.82;254.23;326.07;406.25;521.15;527.02;533.22;309.6;0.52;1.39;1.89;1.04;2.39;4.79;5.33;6.57;144.68;281.74;408.15;572.63;2224.34;3272.13;6109.68;4112.92
PF3D7_0724600;PF3D7_0724600.1;0.09;0.27;0.26;0.25;0.22;0.13;0.09;0.11;4.29;1.73;2.5;2.15;7.4;11.18;22.86;52.69;0.09;0.25;0.24;0.22;0.2;0.13;0.08;0.11;3.7;1.67;2.38;2.05;6.94;10.34;21.16;47.91;0.13;0.27;0.29;0.32;0.84;0.74;0.95;1.27;5.9;1.73;2.85;2.73;28.85;63.2;240.46;633.31
PF3D7_0726100;PF3D7_0726100.1;0.44;1.15;3.28;5.99;12.45;6.73;5.12;1.88;143.95;335.96;302.65;116.09;68.6;34.18;17.64;8.29;0.42;1.1;3.01;5.44;11.43;6.18;4.74;1.72;120.62;303.3;276.09;104.71;62.89;31.28;16.35;7.58;0.6;1.15;3.74;7.6;48.57;38.06;53.87;22.54;198.22;335.96;345.03;147.43;267.56;193.25;185.55;99.66
PF3D7_1113500;PF3D7_1113500.1;0.08;0.11;0.03;0.04;0.03;0;0.15;0.09;25.82;15.32;12.73;21.82;26.92;28;27.54;23.1;0.07;0.12;0.09;0.13;0.09;0.06;0.18;0.17;21.63;13.81;11.59;19.66;24.6;25.53;25.3;20.96;0.11;0.11;0.04;0.05;0.12;0;1.62;1.03;35.55;15.32;14.51;27.71;104.99;158.34;289.72;277.62
PF3D7_1115400;PF3D7_1115400.1;0.19;0.08;0.22;0.29;0.85;0.54;0.72;0.41;164.97;212.16;163.13;140.23;139.99;175.06;260.36;434.66;0.16;0.07;0.2;0.26;0.77;0.53;0.66;0.37;138.06;191.31;148.58;126.4;127.91;159.52;239.02;392.77;0.26;0.08;0.25;0.36;3.3;3.06;7.54;4.96;227.17;212.16;185.96;178.09;545.95;989.93;2739.07;5224.77
PF3D7_1116800;PF3D7_1116800.1;1.37;0.54;0.26;0.23;0.34;0.1;0.14;0.25;790.71;732.23;499.59;478.52;245.82;124.03;62.65;25.37;1.15;0.49;0.26;0.21;0.31;0.09;0.12;0.24;661.81;660.34;454.99;431.21;224.62;113;57.56;22.96;1.89;0.54;0.3;0.3;1.32;0.56;1.43;3.01;1088.85;732.23;569.53;607.71;958.7;701.33;659.14;304.99
PF3D7_1118900;PF3D7_1118900.1;1.64;0.61;1.4;3.5;13.4;14.22;24.06;31.87;1.42;1.44;1.05;0.96;0.62;1.25;2.9;2.02;1.37;0.55;1.28;3.16;12.25;12.95;22.09;28.79;1.18;1.3;0.96;0.87;0.56;1.14;2.66;1.87;2.26;0.61;1.6;4.45;52.28;80.4;253.14;383.03;1.95;1.44;1.2;1.22;2.41;7.08;30.51;24.26
PF3D7_1119000;PF3D7_1119000.1;0.35;0;0;0.11;0.3;0.24;0.45;0.77;11.47;5.64;9.55;23.98;93.26;117.56;170.68;175.52;0.29;0;0;0.1;0.27;0.22;0.42;0.7;9.85;5.18;8.86;21.74;85.33;107.23;157.24;158.88;0.48;0;0;0.14;1.15;1.35;4.78;9.28;15.79;5.64;10.89;30.46;363.72;664.76;1795.67;2109.83
PF3D7_1346500;PF3D7_1346500.1;0.06;0;0.07;0.02;0.15;0.04;0.13;0.16;12.11;36.53;54.62;32.98;43.88;34.6;31.5;18.43;0.1;0;0.07;0.02;0.17;0.03;0.12;0.15;10.24;33.08;49.84;29.91;40.26;31.71;29.01;16.71;0.09;0;0.08;0.03;0.57;0.21;1.36;1.93;16.67;36.53;62.27;41.89;171.13;195.63;331.38;221.57
PF3D7_1347100;PF3D7_1347100.1;0.05;0.13;0.18;0.08;0.25;0.03;0.06;0.12;9.13;1.92;1.32;0.63;2.93;12.97;35.13;45.34;0.2;0.12;0.2;0.14;0.25;0.17;0.26;0.29;7.79;1.94;1.31;0.89;2.96;12.09;32.67;41.24;0.07;0.13;0.21;0.1;0.96;0.18;0.68;1.42;12.57;1.92;1.5;0.8;11.44;73.32;369.62;545.06
PF3D7_1348300;PF3D7_1348300.1;0.05;0.01;0.02;0.03;0.02;0;0.06;0.03;2.26;9.5;19.99;18.77;18.64;15.47;14.6;10.05;0.04;0.01;0.01;0.03;0.01;0;0.05;0.03;1.89;8.58;18.22;16.94;17.1;14.1;13.45;9.1;0.07;0.01;0.02;0.04;0.06;0;0.58;0.41;3.11;9.5;22.79;23.84;72.68;87.46;153.63;120.86
PF3D7_1349200;PF3D7_1349200.1;0.24;0.02;0.13;0.08;0.1;0.08;0.05;0.28;58.97;156.81;216.75;155.3;191.19;192.88;163.37;90.77;0.2;0.02;0.11;0.07;0.09;0.07;0.05;0.25;49.55;141.51;197.53;139.99;174.86;175.88;150.19;82.21;0.33;0.02;0.14;0.1;0.4;0.44;0.56;3.33;81.2;156.81;247.09;197.24;745.64;1090.66;1718.74;1091.04
PF3D7_0305300;PF3D7_0305300.1;0.6;0.43;0.71;0.35;0.5;0.4;0.16;0.38;293.01;395.56;486.2;226.48;186.26;121.99;119.08;96.53;0.57;0.41;0.68;0.32;0.48;0.38;0.16;0.36;245.53;357;443.23;204.35;170.41;111.3;109.68;87.4;0.83;0.43;0.81;0.45;1.97;2.24;1.69;4.51;403.49;395.56;554.27;287.63;726.42;689.82;1252.79;1160.28
PF3D7_0308500;PF3D7_0308500.1;0.53;0.27;1.24;0.5;0.93;0.63;0.22;0.85;73.92;211.95;100.68;76.64;332.64;758.81;784.92;273.47;0.44;0.24;1.13;0.45;0.85;0.58;0.3;1.07;62.09;191.36;92.52;69.24;304.09;691.96;720.69;247.43;0.72;0.27;1.41;0.63;3.64;3.57;2.29;10.2;101.8;211.95;114.77;97.34;1297.28;4290.85;8257.68;3287.17
PF3D7_0308700;PF3D7_0308700.1;0.11;0.12;0;0.09;0.13;0.05;0.16;0.15;95.48;11.51;2.57;0.74;0.53;1.63;4.52;15;0.13;0.1;0;0.08;0.12;0.04;0.17;0.15;80.03;10.41;2.34;0.69;0.49;1.52;4.18;13.57;0.16;0.12;0;0.11;0.52;0.26;1.64;1.75;131.48;11.51;2.92;0.94;2.08;9.19;47.54;180.33
PF3D7_0310000;PF3D7_0310000.1;0.09;0.76;0.77;0;0.11;0.34;0;0;5.06;2.2;1.43;1.21;7.21;27.44;64.4;88.97;0.08;0.69;0.7;0;0.1;0.31;0;0.05;4.23;1.98;1.5;1.22;6.69;25.3;59.19;80.48;0.13;0.76;0.88;0;0.43;1.91;0;0;6.97;2.2;1.63;1.53;28.11;155.16;677.51;1069.44
PF3D7_0310100;PF3D7_0310100.1;1.52;2.92;2.83;1.07;1.37;0.71;0.38;0.13;0.46;0.4;0.31;0.17;0.31;0.71;0.76;1.15;1.27;2.64;2.61;0.97;1.25;0.68;0.38;0.12;0.39;0.39;0.28;0.18;0.29;0.65;0.7;1.06;2.09;2.92;3.22;1.36;5.32;4.03;4.02;1.53;0.64;0.4;0.35;0.22;1.22;4.03;8.04;13.8
PF3D7_0310800;PF3D7_0310800.1;2.87;0.34;0.2;0.38;0.4;0.2;1.82;3.37;110.27;96.46;95.15;130.35;150.91;131.38;156.7;191.59;2.4;0.31;0.18;0.35;0.36;0.18;1.67;3.05;93.7;88.07;87.91;118.25;139.35;120.94;144.86;174.16;3.95;0.34;0.23;0.49;1.56;1.14;19.1;40.54;151.85;96.46;108.48;165.55;588.55;742.88;1648.56;2302.94
PF3D7_0312100;PF3D7_0312100.1;0.64;0.29;0.23;0.27;1.05;0.74;1.17;1.52;8.33;2.15;1.69;0.87;5.27;18.25;48.64;94.14;0.54;0.26;0.21;0.26;0.98;0.68;1.08;1.38;6.97;1.98;1.59;0.8;4.87;16.67;44.71;85.13;0.88;0.29;0.27;0.34;4.09;4.21;12.36;18.22;11.47;2.15;1.93;1.11;20.56;103.2;511.71;1131.57
PF3D7_0728100;PF3D7_0728100.1;0.07;0.05;0.07;0.09;0.12;0.08;0.12;0.17;2.36;0.79;0.52;0.35;1.78;8.7;21.62;29.09;0.11;0.08;0.1;0.11;0.12;0.1;0.14;0.19;2.06;0.75;0.55;0.38;1.74;8.01;20.05;26.47;0.1;0.05;0.08;0.12;0.46;0.45;1.22;2.04;3.25;0.79;0.59;0.45;6.93;49.21;227.5;349.67
PF3D7_0729200;PF3D7_0729200.1;0.46;1.02;1;0.41;0.73;0.46;0.32;0.3;2.08;0.94;0.18;0.35;3.46;16.91;32.38;24.78;0.39;0.92;0.99;0.37;0.67;0.42;0.29;0.36;1.74;0.92;0.16;0.47;3.25;16.07;30.37;22.97;0.64;1.02;1.13;0.52;2.84;2.61;3.35;3.58;2.86;0.94;0.21;0.44;13.5;95.61;340.68;297.85
PF3D7_0730400;PF3D7_0730400.1;4.2;0.83;0.27;0.53;1.1;1.54;2.51;5.12;918.48;132.52;26.74;5.49;5.25;16.11;19.61;27.1;3.51;0.75;0.25;0.48;1.01;1.4;2.31;4.62;770.24;119.49;24.35;4.94;4.8;14.67;18.09;24.48;5.78;0.83;0.31;0.67;4.31;8.71;26.43;61.52;1264.8;132.52;30.49;6.97;20.47;91.07;206.35;325.7
PF3D7_0730800;PF3D7_0730800.1;1.19;2.31;3.03;4;3.72;1.43;1.3;0.61;3799.79;5753.13;3956.39;2832.51;1159.03;336.12;97.12;29.22;1;2.08;2.76;3.61;3.4;1.3;1.19;0.59;3184.41;5195.2;3607.3;2555.92;1061.04;307.36;89.96;27.31;1.64;2.31;3.45;5.08;14.5;8.1;13.68;7.31;5232.49;5753.13;4510.29;3597.29;4520.2;1900.62;1021.73;351.19
PF3D7_0730800;PF3D7_0730800.2;1.19;2.31;3.03;4;3.72;1.43;1.3;0.61;3799.79;5753.13;3956.39;2832.51;1159.03;336.12;97.12;29.22;1;2.08;2.76;3.61;3.4;1.3;1.19;0.59;3184.41;5195.2;3607.3;2555.92;1061.04;307.36;89.96;27.31;1.64;2.31;3.45;5.08;14.5;8.1;13.68;7.31;5232.49;5753.13;4510.29;3597.29;4520.2;1900.62;1021.73;351.19
PF3D7_0801400;PF3D7_0801400.1;0;0;0.83;0;0;0;0;0;11.03;7.42;5.52;5.52;3.61;2.54;0.58;1.97;0;0;0.75;0;0;0;0;0;9.23;6.69;5.03;4.97;3.3;2.31;0.54;1.78;0;0;0.94;0;0;0;0;0;15.19;7.42;6.29;7.01;14.09;14.34;6.14;23.67
PF3D7_1120700;PF3D7_1120700.1;0.03;0.02;0;0;0;0;0.01;0.06;3.97;1.62;1.51;1.15;4.82;10.75;11.5;11.13;0.05;0.01;0.02;0.01;0;0;0.01;0.08;3.51;1.61;1.55;1.17;4.56;9.89;10.75;10.27;0.04;0.02;0;0;0;0;0.13;0.69;5.46;1.62;1.73;1.45;18.79;60.8;120.99;133.75
PF3D7_1123300;PF3D7_1123300.1;0.13;0.03;0.13;0.2;0.19;0.16;0.09;0.26;26.45;20.07;31.03;22.21;35.77;29.66;38.01;56.77;0.11;0.02;0.12;0.2;0.17;0.21;0.08;0.27;22.34;18.51;28.86;20.52;33.03;27.22;35.23;52.41;0.19;0.03;0.14;0.26;0.74;0.91;0.94;3.13;36.42;20.07;35.38;28.2;139.5;167.7;399.84;682.36
PF3D7_1128300;PF3D7_1128300.1;0.13;0.22;0.22;0.05;0.03;0.1;0.19;0.21;0.84;0.85;0.92;1.93;22.07;22.32;10.71;5.46;0.11;0.2;0.21;0.05;0.03;0.09;0.18;0.19;0.72;0.79;0.88;1.74;20.19;20.46;9.9;5.01;0.18;0.22;0.25;0.07;0.11;0.56;1.95;2.56;1.15;0.85;1.04;2.45;86.07;126.23;112.65;65.65
PF3D7_1129300;PF3D7_1129300.1;0.08;0.1;0.17;0.09;0.06;0.2;0.19;0.34;35.73;5.03;1.59;0.53;0.19;0.22;0.49;28.07;0.08;0.09;0.15;0.09;0.05;0.2;0.18;0.32;29.97;4.6;1.48;0.52;0.24;0.33;0.5;25.46;0.11;0.1;0.19;0.12;0.23;1.16;2.01;4.05;49.2;5.03;1.82;0.68;0.74;1.23;5.16;337.39
PF3D7_1354300;PF3D7_1354300.1;0.13;0.04;0;0.04;0.09;0;0.03;0.07;79.93;181.22;239.12;197.12;233.27;173.97;96.27;28.97;0.11;0.05;0.02;0.04;0.08;0.02;0.03;0.07;67.41;164.62;219.02;178.78;214.23;159.67;89.84;27.42;0.18;0.04;0;0.05;0.34;0;0.32;0.85;110.07;181.22;272.59;250.34;909.75;983.72;1012.84;348.21
PF3D7_1354500;PF3D7_1354500.1;0.04;0.09;0.15;0.13;0.05;0;0.1;0.14;21.77;72.37;110.56;185.98;325.4;291.48;235.12;154.47;0.04;0.08;0.13;0.11;0.05;0;0.1;0.12;18.33;65.29;100.81;167.82;297.83;265.84;216.18;139.71;0.06;0.09;0.17;0.16;0.19;0;1.09;1.62;29.98;72.37;126.03;236.19;1269.06;1648.23;2473.6;1856.76
PF3D7_1356100;PF3D7_1356100.1;0.06;0.08;0.05;0.04;0.18;0.07;0.05;0.09;59.66;9.21;4.88;2.95;2.21;10.8;47.23;139.29;0.05;0.07;0.04;0.04;0.21;0.08;0.06;0.08;51.78;11.1;7.02;4.87;3.93;12.84;46.89;129.45;0.08;0.08;0.05;0.06;0.71;0.39;0.5;1.04;82.15;9.21;5.56;3.74;8.61;61.06;496.93;1674.35
PF3D7_1356500;PF3D7_1356500.1;0.28;0;0.22;0.07;0.11;0;1.49;1.59;1.23;0.58;0.11;0.07;0.11;0;0;0.18;0.24;0;0.2;0.06;0.1;0;1.37;1.49;1.11;0.52;0.1;0.06;0.1;0;0;0.17;0.39;0;0.25;0.09;0.44;0;15.67;19.08;1.69;0.58;0.13;0.09;0.44;0;0;2.2
PF3D7_1358700;PF3D7_1358700.1;0;0;0.14;0;0;0.14;0.2;0.08;449.58;409.6;554.36;345.48;197.9;222.96;383.87;779.36;0;0;0.13;0;0;0.13;0.27;0.07;376.56;369.34;505.05;311.28;181.1;203.19;352.64;704.12;0;0;0.16;0;0;0.82;2.1;0.93;619.1;409.6;631.96;438.75;771.83;1260.76;4038.48;9368.12
PF3D7_0314300;PF3D7_0314300.1;0.04;0.17;0.05;0.03;0;0.05;0.03;0.11;1.35;0.33;0.29;0.37;5.19;15.78;37.47;35.77;0.03;0.15;0.09;0.03;0.04;0.04;0.03;0.21;1.13;0.3;0.26;0.39;4.78;14.37;34.4;32.43;0.06;0.17;0.05;0.04;0;0.28;0.36;1.27;1.86;0.33;0.33;0.47;20.23;89.22;394.25;429.97
PF3D7_0315600;PF3D7_0315600.1;0.15;0.39;0.36;0.14;0.09;0.23;0;0.17;6.83;4.32;2.02;1.24;4.83;19.01;42.23;41.59;2.01;2.46;1.88;0.6;0.21;0.42;0.06;0.2;5.72;3.9;1.84;1.12;4.42;17.32;38.82;37.86;0.21;0.39;0.41;0.18;0.35;1.3;0;2.07;9.41;4.32;2.3;1.58;18.85;107.52;444.3;499.93
PF3D7_0315900;PF3D7_0315900.1;44.5;13.68;3.92;0.96;0.55;0.32;0.5;1.29;4.4;8.5;4.39;1.57;0.39;0.48;0;0.26;37.58;12.39;3.64;0.91;0.51;0.29;0.51;1.24;3.69;7.67;4;1.41;0.36;0.44;0;0.31;61.28;13.68;4.47;1.22;2.16;1.81;5.23;15.52;6.06;8.5;5.01;1.99;1.54;2.72;0;3.1
PF3D7_0316300;PF3D7_0316300.1;0.9;0.92;1.31;0.62;1.12;1.8;2.67;2.13;61.09;14.36;5.91;3.71;34.77;163.65;384.92;607.4;3.27;4.03;3.26;1.2;1.16;1.92;2.55;2.15;51.13;13.03;5.38;3.35;31.77;149.1;353.43;548.93;1.24;0.92;1.5;0.79;4.36;10.2;28.06;25.64;84.13;14.36;6.73;4.72;135.59;925.4;4049.56;7301.15
PF3D7_0316300;PF3D7_0316300.2;0.9;0.92;1.31;0.62;1.12;1.8;2.67;2.13;61.09;14.36;5.91;3.71;34.77;163.65;384.92;607.4;3.27;4.03;3.26;1.2;1.16;1.92;2.55;2.15;51.13;13.03;5.38;3.35;31.77;149.1;353.43;548.93;1.24;0.92;1.5;0.79;4.36;10.2;28.06;25.64;84.13;14.36;6.73;4.72;135.59;925.4;4049.56;7301.15
PF3D7_0316800;PF3D7_0316800.1;0.71;1.44;0.17;0.32;1.34;1.02;0.94;0.27;521.3;1360.23;1550.56;1841.18;2156.72;2436.96;2077.49;1436.36;0.59;1.3;0.15;0.58;1.38;0.93;0.86;0.25;436.27;1226.8;1411.93;1659.01;1970.87;2219.49;1906.98;1297.82;0.97;1.44;0.19;0.41;5.23;5.77;9.87;3.29;717.85;1360.23;1767.64;2338.3;8411.2;13780.2;21856.14;17265.52
