"Gene ID","source_id","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - nonunique (3D7 iRBC RNASeq)","scaled  - Hour 5 - unique (3D7 iRBC RNASeq)","scaled  - Hour 10 - unique (3D7 iRBC RNASeq)","scaled  - Hour 15 - unique (3D7 iRBC RNASeq)","scaled  - Hour 20 - unique (3D7 iRBC RNASeq)","scaled  - Hour 25 - unique (3D7 iRBC RNASeq)","scaled  - Hour 30 - unique (3D7 iRBC RNASeq)","scaled  - Hour 35 - unique (3D7 iRBC RNASeq)","scaled  - Hour 40 - unique (3D7 iRBC RNASeq)"
"PF3D7_0708400","PF3D7_0708400.1","1451.35","2834.15","3423.09","5124.72","8559","7945.13","5225.41","2224.22","1221.73","2470.1","3022.49","4556.43","7769.93","7244.61","4814.47","1985.29","91.87","145.91","220.29","923.43","5508.06","7088.08","5225.41","1030.91"
"PF3D7_0708500","PF3D7_0708500.1","56.27","173.65","254.12","280.98","259.79","247.83","236.57","121.92","48.25","153.61","225.64","251.5","237.5","227.93","219.26","109.46","3.56","8.94","16.35","50.63","167.19","221.1","236.57","56.51"
"PF3D7_0708600","PF3D7_0708600.1","2.49","1.09","1.72","2.25","2.23","3.71","3.49","5.67","2.09","1.06","1.52","1.99","2.02","3.63","3.38","5.17","0.16","0.06","0.11","0.4","1.44","3.31","3.49","2.63"
"PF3D7_0709200","PF3D7_0709200.1","4.62","9.92","14.48","11.38","10.66","17.04","21.5","22.55","3.88","8.63","12.98","10.43","9.66","15.52","20.26","20.2","0.29","0.51","0.93","2.05","6.86","15.2","21.5","10.45"
"PF3D7_0709800","PF3D7_0709800.1","39.87","25.56","23.7","20.05","29.55","39.39","60.94","137.43","39.39","25.94","21.36","20.54","27.97","37.89","58.41","126.41","2.52","1.32","1.53","3.61","19.02","35.14","60.94","63.7"
"PF3D7_0711100","PF3D7_0711100.1","49.88","57.77","64.88","44.51","25.75","16.52","22.56","30.56","41.91","50.6","57.46","39.76","23.67","15.59","21.02","27.24","3.16","2.97","4.18","8.02","16.57","14.74","22.56","14.17"
"PF3D7_0711800","PF3D7_0711800.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PF3D7_0711900","PF3D7_0711900.1","0.1","0.09","0.09","0","0.08","0","0","0","0.16","0.07","0.08","0.25","0.07","0.09","0","0.16","0.01","0","0.01","0","0.05","0","0","0"
"PF3D7_0712100","PF3D7_0712100.1","0","0","0","0","0","0","0","0.71","0.65","0","0","0","0","0","0","0.63","0","0","0","0","0","0","0","0.33"
"PF3D7_0713900","PF3D7_0713900.1","20.65","66.43","102.11","99.91","84.69","58.09","62.58","45.9","17.79","58.18","90.62","89.23","77.21","53.13","57.99","41.24","1.31","3.42","6.57","18","54.5","51.82","62.58","21.27"
"PF3D7_0714500","PF3D7_0714500.1","26.35","46.75","64.92","67.33","77.12","75.79","85.58","64.75","22.51","41.07","57.83","60.21","70.23","69.17","79.14","58.13","1.67","2.41","4.18","12.13","49.63","67.61","85.58","30.01"
"PF3D7_0714600","PF3D7_0714600.1","50.89","75.94","92.11","90.33","87.14","89.41","106.84","95.43","43.22","67.1","82.51","80.86","80.11","82.04","98.83","85.89","3.22","3.91","5.93","16.28","56.08","79.77","106.84","44.23"
"PF3D7_0715400","PF3D7_0715400.1","1.75","2.66","2.74","1.97","19.64","80","72.34","44.52","1.61","2.31","2.42","1.89","17.92","72.84","66.83","39.67","0.11","0.14","0.18","0.36","12.64","71.37","72.34","20.63"
"PF3D7_0716600","PF3D7_0716600.1","2.05","1.63","1.71","4.83","11.72","16.81","19.89","15.22","1.88","1.57","1.78","4.72","10.86","15.67","18.74","13.72","0.13","0.08","0.11","0.87","7.54","15","19.89","7.06"
"PF3D7_0716800","PF3D7_0716800.1","75.91","205.01","274.39","338.55","386.16","381.65","265.38","151.44","64.06","178.78","242.5","300.92","350.76","348.71","245.41","135.66","4.8","10.55","17.66","61","248.51","340.48","265.38","70.19"
"PF3D7_0718700","PF3D7_0718700.1","1.45","0.67","0.8","2.92","21.09","26.69","21.99","12.96","1.48","0.64","0.71","2.66","19.29","24.31","20.27","11.67","0.09","0.03","0.05","0.53","13.57","23.81","21.99","6.01"
"PF3D7_0718900","PF3D7_0718900.1","0.15","1.05","1.14","0.71","0.24","0.31","0.81","0.54","0.13","0.91","1.13","0.63","0.33","0.42","0.75","0.6","0.01","0.05","0.07","0.13","0.15","0.27","0.81","0.25"
"PF3D7_0719900","PF3D7_0719900.1","14.01","43.68","54.35","49.72","42.64","48.33","74.16","67.26","12.01","38.32","48.31","44.75","39.12","44.43","68.93","60.45","0.89","2.25","3.5","8.96","27.44","43.12","74.16","31.17"
"PF3D7_0720000","PF3D7_0720000.1","6.79","14.28","16.75","26.09","24.93","27.97","27.27","24.25","5.71","12.56","15.37","23.31","22.73","25.63","25.3","21.76","0.43","0.74","1.08","4.7","16.04","24.95","27.27","11.24"
"PF3D7_0724000","PF3D7_0724000.1","2.89","2.72","3.87","3.83","7.32","10.45","20.86","24.95","2.63","2.58","3.71","3.63","6.94","9.99","19.54","22.55","0.18","0.14","0.25","0.69","4.71","9.32","20.86","11.57"
"PF3D7_0724200","PF3D7_0724200.1","5.15","19.55","30.76","33.42","39.86","44.66","45.94","25.42","4.47","17.13","27.33","30.08","36.61","41.12","42.4","22.85","0.33","1.01","1.98","6.02","25.65","39.84","45.94","11.78"
"PF3D7_0724800","PF3D7_0724800.1","94.45","27.08","7","3.14","9.95","35.22","58.64","71.52","80.48","25.88","8.25","4.32","10.16","32.92","54.91","64.34","5.98","1.39","0.45","0.57","6.4","31.42","58.64","33.15"
"PF3D7_0725200","PF3D7_0725200.1","39.48","76.59","106.33","119.09","112.23","140.63","140.76","145.17","33.57","67.36","93.96","105.73","101.91","128.05","130.2","129.37","2.5","3.94","6.84","21.46","72.22","125.46","140.76","67.28"
"PF3D7_0725400","PF3D7_0725400.1","3362.43","746.1","109.31","27.64","5.14","4.92","18.22","342.23","2827.93","649.63","96.66","24.54","4.66","4.78","17.16","305.51","212.84","38.41","7.03","4.98","3.31","4.39","18.22","158.62"
"PF3D7_0727700","PF3D7_0727700.1","1.83","1.25","2.27","6.15","11.9","14.85","18.45","14.43","1.72","1.31","2.13","5.64","11.05","13.59","17.18","13.04","0.12","0.06","0.15","1.11","7.65","13.25","18.45","6.69"
"PF3D7_0730200","PF3D7_0730200.1","6.6","11.24","19.69","12.95","11.74","14.57","19.33","15.78","5.89","10","17.64","11.67","10.85","13.46","18.04","14.2","0.42","0.58","1.27","2.33","7.55","13","19.33","7.32"
"PF3D7_0730300","PF3D7_0730300.1","567.55","544.58","516.72","252.35","239.19","186.63","90.34","45.24","477.95","475.24","456.92","224.66","217.58","170.46","83.46","40.88","35.93","28.04","33.25","45.47","153.93","166.5","90.34","20.97"
"PF3D7_0732600","PF3D7_0732600.1","0","0","0","0.47","0.4","0","0","0","0","0","0","0.84","0.36","0.46","0","0","0","0","0","0.08","0.26","0","0","0"
"PF3D7_1301900","PF3D7_1301900.1","34.16","19.67","14","6.03","1.62","5.91","3.13","12.29","28.7","17.33","12.59","5.59","1.68","5.65","3.24","10.95","2.16","1.01","0.9","1.09","1.04","5.27","3.13","5.7"
"PF3D7_1302600","PF3D7_1302600.1","31.53","42.11","40.65","50.61","48.75","45.96","37.64","24.78","26.57","36.9","36.13","45.29","44.5","42.16","34.78","22.22","2","2.17","2.62","9.12","31.37","41","37.64","11.48"
"PF3D7_1303200","PF3D7_1303200.1","3.35","2.06","4.17","3.84","10.95","30.03","53.54","38.01","2.82","1.92","3.67","3.69","9.92","27.34","49.25","33.87","0.21","0.11","0.27","0.69","7.05","26.79","53.54","17.62"
"PF3D7_1303200","PF3D7_1303200.2","3.35","2.06","4.17","3.84","10.95","30.03","53.54","38.01","2.82","1.92","3.67","3.69","9.92","27.34","49.25","33.87","0.21","0.11","0.27","0.69","7.05","26.79","53.54","17.62"
"PF3D7_1303500","PF3D7_1303500.1","94.54","91.87","80.13","53.04","27.34","34.13","47.61","124.44","80.02","80.36","71.14","47.36","25.22","31.49","44.29","111.58","5.98","4.73","5.16","9.56","17.59","30.45","47.61","57.68"
"PF3D7_1305000","PF3D7_1305000.1","6.03","2.31","1.65","2.73","17.18","38.7","53.99","50.25","5.27","2.13","1.6","2.53","15.62","35.5","49.79","44.97","0.38","0.12","0.11","0.49","11.05","34.52","53.99","23.29"
"PF3D7_1305300","PF3D7_1305300.1","16.47","43.86","63.93","56.21","55.41","53.66","43.93","21.35","13.95","38.3","56.47","50.07","50.38","49.01","40.53","19.22","1.04","2.26","4.11","10.13","35.66","47.87","43.93","9.9"
"PF3D7_1306100","PF3D7_1306100.1","4.74","1.16","0","1.51","7.43","23.86","30.32","46.77","3.98","1.01","0.22","1.34","6.93","21.97","27.89","41.9","0.3","0.06","0","0.27","4.78","21.29","30.32","21.68"
"PF3D7_1307100","PF3D7_1307100.1","54.5","85.29","102.2","89.22","83.54","76.44","61.21","28.28","80.08","150.53","157.57","159.94","125.15","141.74","98.82","47.93","3.45","4.39","6.58","16.08","53.76","68.2","61.21","13.11"
"PF3D7_1307200","PF3D7_1307200.1","26.35","66.67","98.41","113.49","127.16","146.49","202.04","160.3","22.41","58.17","86.96","101.03","115.43","134.2","185.96","143.04","1.67","3.43","6.33","20.45","81.83","130.69","202.04","74.3"
"PF3D7_1307700","PF3D7_1307700.1","60.26","22.9","22","22.52","22.1","19.49","29.77","32.6","50.88","20.12","19.6","20.14","20.22","17.93","27.52","29.14","3.81","1.18","1.42","4.06","14.22","17.39","29.77","15.11"
"PF3D7_1307800","PF3D7_1307800.1","40.13","151.51","205.49","270.54","341.48","346.08","276.14","118.76","34.3","134.63","185.73","244.83","317.12","323.13","260.18","108.52","2.54","7.8","13.22","48.75","219.75","308.75","276.14","55.04"
"PF3D7_1309000","PF3D7_1309000.1","18.43","50.02","63.74","72.11","90.84","76.33","57.17","47.37","15.49","43.52","56.45","64.18","82.71","69.86","52.64","42.21","1.17","2.58","4.1","12.99","58.46","68.09","57.17","21.95"
"PF3D7_1309200","PF3D7_1309200.1","30.49","22.4","33.45","49.6","38.52","33.97","43.49","105.61","25.84","19.78","30.14","44.64","35.56","31.77","40.68","94.67","1.93","1.15","2.15","8.94","24.79","30.31","43.49","48.95"
"PF3D7_1309600","PF3D7_1309600.1","5.33","12.67","19.59","20.47","14.27","21.59","14.53","7.84","4.48","11.02","17.27","18.17","12.94","19.77","13.52","7.08","0.34","0.65","1.26","3.69","9.18","19.26","14.53","3.63"
"PF3D7_1309700","PF3D7_1309700.1","2.87","6.82","12.49","15.12","15.45","17.2","16.84","13.35","2.66","6.13","11.35","13.83","14.42","16.31","15.94","12.44","0.18","0.35","0.8","2.72","9.94","15.35","16.84","6.19"
"PF3D7_1310000","PF3D7_1310000.1","6.07","2.91","3.3","3.16","16.24","34.5","35.42","27.38","5.56","2.63","3.6","3.15","15.42","32.19","33","24.63","0.38","0.15","0.21","0.57","10.45","30.78","35.42","12.69"
"PF3D7_1310700","PF3D7_1310700.1","6676.4","1768.34","226.55","59.87","13.54","15.03","14.25","792.92","5616.67","1539.86","200.39","53.77","12.45","13.91","13.26","707.23","422.61","91.04","14.58","10.79","8.71","13.41","14.25","367.51"
"PF3D7_1313600","PF3D7_1313600.1","7.97","2.02","0.76","0.53","0.38","0.53","2.86","25.43","6.83","1.85","0.71","0.61","0.45","0.61","2.7","22.72","0.5","0.1","0.05","0.09","0.24","0.48","2.86","11.79"
"PF3D7_1314500","PF3D7_1314500.1","10.83","38.64","68.77","83.62","93.47","109.07","175.44","170.15","9.24","33.62","60.78","74.24","84.74","99.31","161.57","152.05","0.69","1.99","4.43","15.07","60.15","97.3","175.44","78.86"
"PF3D7_1314600","PF3D7_1314600.1","0.94","7.22","9.91","13.73","24.66","22.49","17.15","8.35","0.86","6.35","8.81","12.33","22.35","20.47","15.88","7.51","0.06","0.37","0.64","2.47","15.87","20.06","17.15","3.87"
"PF3D7_1315000","PF3D7_1315000.1","105.54","72.11","84.59","73.52","58.2","48.65","44.61","43.18","88.83","63.36","74.6","65.27","52.76","44.6","41.44","38.75","6.68","3.71","5.44","13.25","37.46","43.4","44.61","20.01"
"PF3D7_1315400","PF3D7_1315400.1","287.07","300.29","381.43","378.64","397.21","317.89","299.23","282.8","241.37","261.27","336.78","336.36","360.44","289.84","275.68","252.36","18.17","15.46","24.55","68.23","255.62","283.59","299.23","131.07"
"PF3D7_1315700","PF3D7_1315700.1","14.36","47.45","80.09","111.74","102.65","72.13","59.77","49.11","12.25","41.37","71","99.67","93.14","65.99","55.38","43.95","0.91","2.44","5.15","20.13","66.06","64.35","59.77","22.76"
"PF3D7_1318300","PF3D7_1318300.1","3.06","3.46","5.64","15.48","23.57","16.98","17.95","11.87","2.75","3.18","5.31","13.91","21.63","15.63","16.75","10.72","0.19","0.18","0.36","2.79","15.17","15.15","17.95","5.5"
"PF3D7_1319100","PF3D7_1319100.1","55.1","67.61","68.7","44.47","16.76","16.46","25.55","25.51","48.31","61.98","62.27","41.11","16.82","16.62","25.06","23.98","3.49","3.48","4.42","8.01","10.78","14.69","25.55","11.83"
"PF3D7_1319600","PF3D7_1319600.1","6.43","4.57","3.44","2.39","1.43","2.21","4.38","8.42","5.83","4.28","3.33","2.54","1.61","2.35","4.41","7.78","0.41","0.24","0.22","0.43","0.92","1.97","4.38","3.9"
"PF3D7_1320400","PF3D7_1320400.1","2.53","7.09","16.84","23.21","29.74","39.67","32.68","22.07","2.53","6.32","15.51","20.93","27.31","36.49","30.54","19.98","0.16","0.37","1.08","4.18","19.14","35.39","32.68","10.23"
"PF3D7_1321200","PF3D7_1321200.1","17.29","37.38","59.36","57.95","64.72","62.09","68.26","79.96","14.53","32.52","52.34","51.45","58.99","56.53","63.06","71.98","1.09","1.92","3.82","10.44","41.65","55.39","68.26","37.06"
"PF3D7_1321300","PF3D7_1321300.1","56.19","61","66.88","51.38","50.95","38.17","38.86","23.19","47.75","53.79","59.52","46.17","46.88","35.39","36.24","20.98","3.56","3.14","4.3","9.26","32.79","34.05","38.86","10.75"
"PF3D7_1322400","PF3D7_1322400.1","5.38","11.69","20.95","31.25","30","21.68","15.37","12.81","5.39","10.82","20.14","29.67","28.78","21.6","16.09","12.87","0.34","0.6","1.35","5.63","19.31","19.34","15.37","5.94"
"PF3D7_1322700","PF3D7_1322700.1","1.21","2.12","1.47","0.94","6.64","20.92","21.92","13.1","1.2","1.93","1.3","0.84","6.18","19.46","20.98","12.3","0.08","0.11","0.09","0.17","4.27","18.66","21.92","6.07"
"PF3D7_1323600","PF3D7_1323600.1","3.26","2.2","1.44","8.93","30.13","45.27","54.78","40.58","3.16","2.17","1.62","8.21","27.56","41.22","50.59","36.37","0.21","0.11","0.09","1.61","19.39","40.39","54.78","18.81"
"PF3D7_1323700","PF3D7_1323700.1","221.29","55.45","15.31","5.39","2.79","8.66","67.89","614.87","186.34","48.25","13.89","4.78","2.61","7.89","62.59","548.15","14.01","2.85","0.99","0.97","1.79","7.73","67.89","284.99"
"PF3D7_1324800","PF3D7_1324800.1","4.55","6","8.84","15.53","34.08","88.89","102.61","88.14","3.94","5.42","7.96","13.95","31.09","81.5","94.7","78.61","0.29","0.31","0.57","2.8","21.93","79.3","102.61","40.85"
"PF3D7_1325700","PF3D7_1325700.1","7.44","4.61","4.61","11.7","55.43","82.95","97.23","82.55","6.25","4.01","4.06","10.38","50.25","75.53","89.7","73.92","0.47","0.24","0.3","2.11","35.67","74","97.23","38.26"
"PF3D7_1326300","PF3D7_1326300.1","46.63","112.32","116.34","108.79","116.89","142.35","121.65","107.97","39.79","98.03","103.77","97.48","106.84","130.73","112.68","96.98","2.95","5.78","7.49","19.6","75.23","126.99","121.65","50.05"
"PF3D7_1326500","PF3D7_1326500.1","3.62","3.31","2.53","2.18","5.14","14.2","21.64","16.21","3.45","3.05","2.4","2.26","4.77","13.28","20.2","14.87","0.23","0.17","0.16","0.39","3.31","12.67","21.64","7.51"
"PF3D7_1327300","PF3D7_1327300.1","1250.14","413.12","92.63","75.76","104.05","78.21","64.12","120.61","1056.34","361.46","82.18","67.64","94.68","71.58","59.38","107.85","79.13","21.27","5.96","13.65","66.96","69.78","64.12","55.9"
"PF3D7_1327700","PF3D7_1327700.1","34.89","80.41","85.83","65.11","52.96","57.41","48.95","21.23","29.75","70.55","75.69","58.13","48.11","52.52","45.18","19.13","2.21","4.14","5.52","11.73","34.08","51.22","48.95","9.84"
"PF3D7_1328700","PF3D7_1328700.1","56.31","66.09","67.44","54.64","37.03","26.32","22.25","55.18","48.51","59.68","60.27","49.71","34.26","23.96","21.06","49.18","3.56","3.4","4.34","9.85","23.83","23.48","22.25","25.58"
"PF3D7_1329100","PF3D7_1329100.1","18.25","9.34","21.27","44.13","63.42","45.58","49.46","56.34","15.55","8.25","18.9","39.32","57.77","41.67","45.76","50.42","1.15","0.48","1.37","7.95","40.81","40.66","49.46","26.11"
"PF3D7_1332700","PF3D7_1332700.1","42.44","82.64","104.1","106.1","110.8","94.61","62.79","31.32","35.9","72.12","92.16","94.56","100.7","86.28","58.28","28.2","2.69","4.25","6.7","19.12","71.31","84.4","62.79","14.52"
"PF3D7_1333200","PF3D7_1333200.1","6.95","6.84","14.9","23.68","41.44","54.13","72.26","62.66","6.1","6.1","13.33","21.13","37.79","49.43","66.84","56","0.44","0.35","0.96","4.27","26.67","48.29","72.26","29.04"
"PF3D7_1333300","PF3D7_1333300.1","11.07","32.36","57.35","69.83","76.35","84.89","108.5","109.4","9.44","28.41","50.57","62.13","69.57","77.45","100.82","98.17","0.7","1.67","3.69","12.58","49.13","75.73","108.5","50.71"
"PF3D7_1333400","PF3D7_1333400.1","21.1","64.74","105.81","104.44","98.21","106.23","108.12","119.07","17.85","56.33","93.43","92.97","89.25","96.87","99.9","106.11","1.34","3.33","6.81","18.82","63.21","94.77","108.12","55.19"
"PF3D7_1334000","PF3D7_1334000.1","4.08","3.31","2.63","2.32","4.88","17.71","43.17","50.43","3.76","3.12","2.58","2.33","4.65","16.57","40.25","45.07","0.26","0.17","0.17","0.42","3.14","15.8","43.17","23.37"
"PF3D7_1334400","PF3D7_1334400.1","0.56","0.89","0.43","0.43","0.82","1.75","4.93","4.84","0.57","0.78","0.57","0.67","0.83","1.69","4.88","4.59","0.04","0.05","0.03","0.08","0.53","1.56","4.93","2.24"
"PF3D7_1335800","PF3D7_1335800.1","8.64","3.62","2.88","11.84","34.14","54.69","80.43","74.63","7.5","3.37","2.74","10.76","31.24","49.86","74.16","66.7","0.55","0.19","0.19","2.13","21.97","48.79","80.43","34.59"
"PF3D7_1337000","PF3D7_1337000.1","1.27","1.08","3.19","9.65","19.85","16.91","10.5","4","1.25","1.08","2.97","8.88","18.21","15.57","9.81","3.65","0.08","0.06","0.21","1.74","12.78","15.09","10.5","1.85"
"PF3D7_1337700","PF3D7_1337700.1","45.52","9.92","2.39","0.76","1.37","1.34","7.7","78.85","38.63","8.98","2.35","0.91","1.33","1.33","7.29","70.55","2.88","0.51","0.15","0.14","0.88","1.2","7.7","36.55"
"PF3D7_1337800","PF3D7_1337800.1","363.73","84.93","13.01","5.64","2.43","1.77","1.64","15.81","305.91","74.04","11.52","5.06","2.48","1.73","1.58","14.34","23.02","4.37","0.84","1.02","1.57","1.58","1.64","7.33"
"PF3D7_1337900","PF3D7_1337900.1","84.2","79","93.02","100.4","98.74","99.34","106.61","102.09","71.03","68.86","82.03","89.27","89.97","90.9","98.26","91.37","5.33","4.07","5.99","18.09","63.54","88.63","106.61","47.32"
"PF3D7_1338700","PF3D7_1338700.1","12.98","4.49","2.37","6.7","23.67","51.17","101.27","123.92","10.91","3.91","2.28","6.14","21.58","46.81","93.52","110.81","0.82","0.23","0.15","1.21","15.23","45.65","101.27","57.44"
"PF3D7_1341100","PF3D7_1341100.1","61.28","93.14","43.73","50.12","81.6","231.42","347.31","555.64","51.5","81.04","38.56","44.5","73.97","210.71","320.65","495.18","3.88","4.8","2.81","9.03","52.51","206.45","347.31","257.54"
"PF3D7_1342100","PF3D7_1342100.1","14.39","4.73","2.98","5.99","6.33","17.72","29.58","58.3","12.19","4.18","2.69","5.38","5.91","16.42","27.37","52.05","0.91","0.24","0.19","1.08","4.08","15.8","29.58","27.02"
"PF3D7_1342800","PF3D7_1342800.1","4.92","7.16","11.24","61.85","150.38","125.92","51.32","21.25","4.28","6.32","10.17","54.96","136.49","115.05","47.35","18.94","0.31","0.37","0.72","11.15","96.77","112.33","51.32","9.85"
"PF3D7_1343000","PF3D7_1343000.1","299.69","509.58","703","584.6","617.41","1853.35","1750.51","1842.48","252.17","443.66","620.7","520","560.56","1688.79","1612.45","1643.59","18.97","26.23","45.24","105.34","397.33","1653.43","1750.51","853.98"
"PF3D7_1343200","PF3D7_1343200.1","26.64","49.76","74.94","81.15","87.96","90.72","81.76","93.43","22.5","43.5","66.2","72.22","80.03","82.67","75.45","83.59","1.69","2.56","4.82","14.62","56.6","80.93","81.76","43.3"
"PF3D7_1347200","PF3D7_1347200.1","174.02","320.12","577.95","978.79","1780.23","1352.22","652.82","265.63","146.58","278.9","510.21","870.15","1615.38","1232.11","601.29","236.93","11.02","16.48","37.19","176.37","1145.65","1206.35","652.82","123.12"
"PF3D7_1347300","PF3D7_1347300.1","6.81","12.11","17.13","26.01","22.75","31.5","46.64","65.68","5.73","10.9","15.1","23.36","20.74","28.83","43.49","58.54","0.43","0.62","1.1","4.69","14.64","28.1","46.64","30.44"
"PF3D7_1348000","PF3D7_1348000.1","3.71","1.68","1.21","0.78","0.68","1.59","3.27","8.3","3.19","1.59","1.11","0.88","0.78","1.66","3.29","7.64","0.23","0.09","0.08","0.14","0.44","1.42","3.27","3.85"
"PF3D7_1349000","PF3D7_1349000.1","0.44","1.03","0.7","0.7","1.01","1.14","1.4","4.89","0.62","1.24","1.18","0.93","1.45","1.59","1.48","4.78","0.03","0.05","0.05","0.13","0.65","1.01","1.4","2.27"
"PF3D7_1349600","PF3D7_1349600.1","19.9","6.79","7.61","14.43","46.59","72.13","114.66","145.74","17.01","5.91","7","12.91","42.23","66.1","105.67","130.16","1.26","0.35","0.49","2.6","29.98","64.35","114.66","67.55"
"PF3D7_1349700","PF3D7_1349700.1","22.3","15.5","9.94","9.4","17.54","25.78","45.86","87.23","18.97","13.59","8.88","8.46","15.9","23.47","42.69","78.08","1.41","0.8","0.64","1.69","11.29","23","45.86","40.43"
"PF3D7_1349800","PF3D7_1349800.1","23","34.47","47.04","42.07","42.82","30","16.11","9.57","19.53","29.99","41.75","37.76","38.93","27.47","15.06","8.85","1.46","1.77","3.03","7.58","27.56","26.76","16.11","4.44"
